date,close,open,high,low,volume
2020-11-07T00:00:00-05:00,0.002671,0.00276,0.002819,0.002612,44610219.0
2020-11-08T00:00:00-05:00,0.002711,0.002671,0.002742,0.002658,22754531.0
2020-11-09T00:00:00-05:00,0.00267,0.002711,0.002786,0.002663,28124348.0
2020-11-10T00:00:00-05:00,0.002753,0.00267,0.002851,0.002655,39633173.0
2020-11-11T00:00:00-05:00,0.002769,0.002753,0.002837,0.002753,33138759.0
2020-11-12T00:00:00-05:00,0.002779,0.002769,0.002791,0.002747,24028261.0
2020-11-13T00:00:00-05:00,0.002821,0.002779,0.002836,0.002777,29217750.0
2020-11-14T00:00:00-05:00,0.002773,0.002821,0.002821,0.002721,30334380.0
2020-11-15T00:00:00-05:00,0.002775,0.002773,0.002813,0.002739,25131683.0
2020-11-16T00:00:00-05:00,0.002886,0.002775,0.003009,0.002757,52063283.0
2020-11-17T00:00:00-05:00,0.002936,0.002908,0.002976,0.002886,46631464.0
2020-11-18T00:00:00-05:00,0.002909,0.002936,0.002999,0.002855,49460064.0
2020-11-19T00:00:00-05:00,0.002911,0.002909,0.00296,0.002868,40330643.0
2020-11-20T00:00:00-05:00,0.002984,0.002911,0.003011,0.002908,57656465.0
2020-11-21T00:00:00-05:00,0.003507,0.002984,0.003549,0.002984,162641694.0
2020-11-22T00:00:00-05:00,0.003329,0.003507,0.00366,0.003181,121660410.0
2020-11-23T00:00:00-05:00,0.003648,0.003329,0.003648,0.003232,101561039.0
2020-11-24T00:00:00-05:00,0.004204,0.003645,0.004204,0.003579,266716036.0
2020-11-25T00:00:00-05:00,0.003727,0.0042,0.004256,0.003642,174459927.0
2020-11-26T00:00:00-05:00,0.00325,0.003727,0.003793,0.00298,175520294.0
2020-11-27T00:00:00-05:00,0.003275,0.00325,0.003355,0.003093,92323023.0
2020-11-28T00:00:00-05:00,0.003405,0.003275,0.00347,0.003247,58033650.0
2020-11-29T00:00:00-05:00,0.003448,0.003405,0.00353,0.003358,46319972.0
2020-11-30T00:00:00-05:00,0.003551,0.003448,0.00358,0.003414,68622736.0
2020-12-01T00:00:00-05:00,0.003335,0.003551,0.003572,0.003269,80163603.0
2020-12-02T00:00:00-05:00,0.003374,0.003335,0.003436,0.003293,58705661.0
2020-12-03T00:00:00-05:00,0.003428,0.003375,0.0035,0.003352,47907032.0
2020-12-04T00:00:00-05:00,0.003298,0.003429,0.003447,0.003285,45062222.0
2020-12-05T00:00:00-05:00,0.003397,0.003297,0.003414,0.003268,43386583.0
2020-12-06T00:00:00-05:00,0.003388,0.003397,0.003442,0.003343,40936574.0
2020-12-07T00:00:00-05:00,0.003342,0.003388,0.0034,0.00332,36923814.0
2020-12-08T00:00:00-05:00,0.003179,0.003343,0.003361,0.003138,52702701.0
2020-12-09T00:00:00-05:00,0.003158,0.003179,0.003182,0.003016,45746722.0
2020-12-10T00:00:00-05:00,0.003105,0.003158,0.003165,0.003066,33740988.0
2020-12-11T00:00:00-05:00,0.003079,0.003105,0.00311,0.003009,41712942.0
2020-12-12T00:00:00-05:00,0.003163,0.003079,0.003184,0.003075,35466155.0
2020-12-13T00:00:00-05:00,0.003256,0.003164,0.003274,0.003153,37464323.0
2020-12-14T00:00:00-05:00,0.003231,0.003256,0.003279,0.003199,36238516.0
2020-12-15T00:00:00-05:00,0.003206,0.00323,0.00325,0.003178,37127782.0
2020-12-16T00:00:00-05:00,0.003416,0.003205,0.003422,0.003186,50989880.0
2020-12-17T00:00:00-05:00,0.00373,0.003416,0.004113,0.003406,172736659.0
2020-12-18T00:00:00-05:00,0.003858,0.00373,0.00397,0.003618,101799430.0
2020-12-19T00:00:00-05:00,0.003927,0.003859,0.004018,0.00381,98447179.0
2020-12-20T00:00:00-05:00,0.004625,0.003926,0.004678,0.003827,508066004.0
2020-12-21T00:00:00-05:00,0.004787,0.004627,0.005406,0.004363,664160057.0
