date,close,open,high,low,volume
2021-04-01T00:00:00-04:00,20.15,21.25,22.1099,19.75,15279092.0
2021-04-05T00:00:00-04:00,18.59,21.1,21.1,17.5,7314596.0
2021-04-06T00:00:00-04:00,18.7,18.78,19.55,18.15,2307981.0
2021-04-07T00:00:00-04:00,17.2,18.57,18.97,17.0,2647750.0
2021-04-08T00:00:00-04:00,16.81,17.25,17.856,16.75,1554952.0
2021-04-09T00:00:00-04:00,17.31,16.75,17.56,16.5,1015907.0
2021-04-12T00:00:00-04:00,17.11,17.45,17.49,16.95,1004190.0
2021-04-13T00:00:00-04:00,17.52,17.25,17.82,17.13,720971.0
2021-04-14T00:00:00-04:00,17.99,17.46,18.245,17.36,956595.0
2021-04-15T00:00:00-04:00,18.27,18.24,18.38,17.8,730533.0
2021-04-16T00:00:00-04:00,18.03,18.25,18.35,17.9,813376.0
2021-04-19T00:00:00-04:00,17.78,18.17,18.64,17.08,1010202.0
2021-04-20T00:00:00-04:00,17.22,17.68,17.75,17.0,1301849.0
2021-04-21T00:00:00-04:00,17.7,17.15,17.72,17.1035,876957.0
2021-04-22T00:00:00-04:00,17.5,17.87,17.91,17.33,771757.0
2021-04-23T00:00:00-04:00,17.62,17.42,17.95,17.42,423222.0
2021-04-26T00:00:00-04:00,18.0,18.25,18.47,17.93,989544.0
2021-04-27T00:00:00-04:00,18.0,17.85,18.1,17.67,579803.0
2021-04-28T00:00:00-04:00,18.73,18.14,18.73,18.06,814104.0
2021-04-29T00:00:00-04:00,18.83,19.14,19.4,18.73,1019108.0
2021-04-30T00:00:00-04:00,19.02,18.7,19.24,18.7,541618.0
2021-05-03T00:00:00-04:00,18.28,19.37,19.3899,18.25,332775.0
2021-05-04T00:00:00-04:00,17.61,18.26,18.4,17.25,732083.0
2021-05-05T00:00:00-04:00,17.09,17.72,17.84,17.04,571556.0
2021-05-06T00:00:00-04:00,16.5,17.07,17.1,16.14,1034800.0
2021-05-07T00:00:00-04:00,16.91,16.58,17.04,16.57,444634.0
2021-05-10T00:00:00-04:00,16.34,16.87,17.015,16.2,347711.0
2021-05-11T00:00:00-04:00,15.43,16.04,16.08,15.11,1068528.0
2021-05-12T00:00:00-04:00,14.45,15.43,15.43,14.19,1139438.0
2021-05-13T00:00:00-04:00,13.66,16.13,16.2,13.51,3094643.0
2021-05-14T00:00:00-04:00,14.15,13.92,14.75,13.857,950399.0
2021-05-17T00:00:00-04:00,14.07,14.47,14.62,13.85,832930.0
2021-05-18T00:00:00-04:00,14.21,14.13,14.6299,14.13,607782.0
2021-05-19T00:00:00-04:00,14.42,14.16,14.42,13.65,605103.0
2021-05-20T00:00:00-04:00,14.28,14.32,14.48,14.01,737083.0
2021-05-21T00:00:00-04:00,13.87,14.23,14.23,13.81,319349.0
2021-05-24T00:00:00-04:00,13.97,14.03,14.08,13.61,453130.0
2021-05-25T00:00:00-04:00,13.48,13.99,14.1,13.375,638836.0
2021-05-26T00:00:00-04:00,13.35,13.53,13.645,13.02,1084153.0
2021-05-27T00:00:00-04:00,13.14,13.35,13.44,13.135,498438.0
2021-05-28T00:00:00-04:00,13.44,13.22,13.9474,13.11,1459588.0
2021-06-01T00:00:00-04:00,12.93,13.54,13.585,12.79,1120952.0
2021-06-02T00:00:00-04:00,13.48,13.0,13.51,12.95,2236473.0
2021-06-03T00:00:00-04:00,13.82,13.56,13.94,13.3,1321487.0
2021-06-04T00:00:00-04:00,13.95,13.89,13.96,13.65,444695.0
2021-06-07T00:00:00-04:00,13.86,13.86,13.95,13.5,617668.0
2021-06-08T00:00:00-04:00,14.64,14.0,14.71,13.95,901728.0
2021-06-09T00:00:00-04:00,14.92,14.7,15.04,14.65,584809.0
2021-06-10T00:00:00-04:00,14.75,15.05,15.11,14.65,485593.0
2021-06-11T00:00:00-04:00,14.54,14.76,14.92,14.52,272499.0
2021-06-14T00:00:00-04:00,13.83,14.43,14.53,13.7,579050.0
2021-06-15T00:00:00-04:00,13.5,13.72,13.86,13.315,436985.0
2021-06-16T00:00:00-04:00,13.7,13.55,13.96,13.5,536803.0
2021-06-17T00:00:00-04:00,13.95,13.7,14.16,13.54,506114.0
2021-06-18T00:00:00-04:00,13.99,13.8,14.07,13.65,342595.0
2021-06-21T00:00:00-04:00,13.59,14.0,14.05,13.58,352186.0
2021-06-22T00:00:00-04:00,13.46,13.48,13.59,13.315,222070.0
2021-06-23T00:00:00-04:00,13.97,13.54,14.04,13.531,333193.0
2021-06-24T00:00:00-04:00,14.35,14.01,14.58,14.0,446942.0
2021-06-25T00:00:00-04:00,14.07,14.44,14.5,13.97,313745.0
2021-06-28T00:00:00-04:00,13.64,14.02,14.1029,13.58,456662.0
2021-06-29T00:00:00-04:00,13.5,13.75,13.912,13.455,454432.0
2021-06-30T00:00:00-04:00,13.14,13.51,13.56,13.03,490724.0
2021-07-01T00:00:00-04:00,13.05,13.25,13.39,13.01,299981.0
2021-07-02T00:00:00-04:00,12.9,13.27,13.27,12.74,758283.0
2021-07-06T00:00:00-04:00,12.44,12.97,13.0,12.2,1205621.0
2021-07-07T00:00:00-04:00,12.25,12.44,12.55,12.12,739564.0
2021-07-08T00:00:00-04:00,12.86,12.0,12.95,11.76,1294679.0
2021-07-09T00:00:00-04:00,13.5,12.85,13.55,12.805,778650.0
2021-07-12T00:00:00-04:00,13.65,13.54,13.8,13.0368,615050.0
2021-07-13T00:00:00-04:00,13.37,13.58,13.9,13.1,534964.0
2021-07-14T00:00:00-04:00,13.03,13.41,13.5357,12.834,377140.0
2021-07-15T00:00:00-04:00,12.89,12.97,13.07,12.85,584632.0
2021-07-16T00:00:00-04:00,12.73,13.03,13.1574,12.7,406372.0
2021-07-19T00:00:00-04:00,12.74,12.5,12.98,12.2647,573040.0
2021-07-20T00:00:00-04:00,13.2,12.8,13.25,12.77,458898.0
2021-07-21T00:00:00-04:00,13.85,13.27,13.88,13.101,547706.0
2021-07-22T00:00:00-04:00,13.99,13.88,14.06,13.54,519093.0
2021-07-23T00:00:00-04:00,13.9,13.9,14.09,13.46,526330.0
2021-07-26T00:00:00-04:00,13.37,13.89,13.9699,13.25,540440.0
2021-07-27T00:00:00-04:00,12.96,13.25,13.25,12.86,442545.0
2021-07-28T00:00:00-04:00,12.96,13.06,13.08,12.85,437757.0
2021-07-29T00:00:00-04:00,13.24,12.97,13.49,12.63,523169.0
2021-07-30T00:00:00-04:00,13.66,13.11,13.75,13.04,492348.0
2021-08-02T00:00:00-04:00,13.25,13.64,13.73,13.2,523338.0
2021-08-03T00:00:00-04:00,12.75,13.12,13.2,12.6,654951.0
2021-08-04T00:00:00-04:00,13.45,12.8,13.76,12.67,961372.0
2021-08-05T00:00:00-04:00,13.92,13.56,13.94,13.51,638694.0
2021-08-06T00:00:00-04:00,14.5,13.88,14.54,13.75,819424.0
2021-08-09T00:00:00-04:00,15.28,14.6,16.5,14.52,2507656.0
2021-08-10T00:00:00-04:00,15.92,16.63,16.63,15.5,2869381.0
2021-08-11T00:00:00-04:00,16.37,16.0,16.95,15.9,980157.0
2021-08-12T00:00:00-04:00,17.0,16.84,17.2399,16.23,1453110.0
2021-08-13T00:00:00-04:00,17.21,16.88,17.7,16.7101,905842.0
2021-08-16T00:00:00-04:00,17.01,17.36,17.36,16.55,512761.0
2021-08-17T00:00:00-04:00,16.09,16.83,16.979,15.71,830758.0
2021-08-18T00:00:00-04:00,15.98,16.52,16.62,15.83,1047130.0
2021-08-19T00:00:00-04:00,15.62,15.75,16.04,15.3,518741.0
2021-08-20T00:00:00-04:00,15.76,15.62,15.88,15.44,230537.0
2021-08-23T00:00:00-04:00,15.68,15.84,16.1486,15.39,449822.0
2021-08-24T00:00:00-04:00,15.75,15.54,15.76,15.22,571366.0
2021-08-25T00:00:00-04:00,15.74,15.66,16.3299,15.55,390898.0
2021-08-26T00:00:00-04:00,15.64,15.58,15.779,15.31,345319.0
2021-08-27T00:00:00-04:00,15.93,15.42,16.05,15.39,501188.0
